dtc,meanRelabund,domTaxa,minClusterSize,deepSplit,mgCST
25,0.41031141201412574,UBA629_sp005465875_4,10,3,22
19,0.48444883196199673,Gardnerella_vaginalis_2,10,3,23
3,0.20897710449415305,Gardnerella_vaginalis_C_1,10,3,24
16,0.26668540337680363,Gardnerella_swidsinkii_1,10,3,25
17,0.2610554326404734,Gardnerella_swidsinkii_2,10,3,26
14,0.24113352785678305,Gardnerella_swidsinkii_7,10,3,27
28,0.5253343505481927,Gardnerella_piotii_1,10,3,28
2,0.4378478305734926,Bifidobacterium_breve_2,10,3,29
1,0.24053939634803506,MultiGenera,10,3,30
13,0.20332999530330362,MultiGenera,10,3,31
29,0.46517295818068866,Lactobacillus_paragasseri_1,10,3,32
23,0.392122802974128,Limosilactobacillus_oris,10,3,33
33,0.580188131808472,Lactobacillus_mulieris_1,10,3,34
7,0.8405851111556855,Lactobacillus_crispatus_1,10,4,1
8,0.8117584386405232,Lactobacillus_crispatus_2,10,4,2
4,0.8643502635506987,Lactobacillus_crispatus_3,10,4,3
21,0.8175721451739782,Lactobacillus_crispatus_4,10,4,4
31,0.8320116122909413,Lactobacillus_crispatus_5,10,4,5
17,0.8724524352608115,Lactobacillus_crispatus_6,10,4,6
27,0.7762565985533046,Lactobacillus_crispatus_7,10,4,7
22,0.8615226336749823,Lactobacillus_crispatus_8,10,4,8
44,0.6363056346136052,Lactobacillus_gasseri_1,10,4,9
41,0.6550759289434165,Lactobacillus_gasseri_2,10,4,10
14,0.6475698222098262,Lactobacillus_iners_1,10,4,11
32,0.33120678020826394,Lactobacillus_iners_1,10,4,12
5,0.7769133321298963,Lactobacillus_iners_2,10,4,13
15,0.39217322486184153,Lactobacillus_iners_2,10,4,14
2,0.6425756127054733,Lactobacillus_iners_4,10,4,15
9,0.6485966884851313,Lactobacillus_iners_5,10,4,16
6,0.6829658559505328,Lactobacillus_iners_6,10,4,17
35,0.7592623851065965,Lactobacillus_iners_7,10,4,18
50,0.47133517275123415,Lactobacillus_jensenii_1,10,4,19
43,0.6945362463217604,Lactobacillus_jensenii_2,10,4,20
46,0.7044081809312849,Lactobacillus_jensenii_3,10,4,21
3,0.39402451730256693,UBA629_sp005465875_1,10,4,22
25,0.3226739570313777,UBA629_sp005465875_3,10,4,23
29,0.41031141201412574,UBA629_sp005465875_4,10,4,24
23,0.32964389207421546,Gardnerella_vaginalis_1,10,4,25
19,0.48444883196199673,Gardnerella_vaginalis_2,10,4,26
13,0.2274848054546407,Gardnerella_vaginalis_C_1,10,4,27
33,0.22202116514962048,Gardnerella_vaginalis_C_3,10,4,28
30,0.18738465211795477,Gardnerella_vaginalis_F_1,10,4,29
18,0.19802536699823672,Gardnerella_vaginalis_H_1,10,4,30
11,0.26668540337680363,Gardnerella_swidsinkii_1,10,4,31
16,0.2610554326404734,Gardnerella_swidsinkii_2,10,4,32
42,0.2185268038562904,Gardnerella_swidsinkii_4,10,4,33
38,0.23596579517175242,Gardnerella_swidsinkii_6,10,4,34
37,0.24186870743761765,Gardnerella_swidsinkii_7,10,4,35
40,0.26700570978240534,Gardnerella_swidsinkii_8,10,4,36
36,0.5253343505481927,Gardnerella_piotii_1,10,4,37
10,0.606825202898103,Bifidobacterium_breve_2,10,4,38
1,0.24116941378518494,MultiGenera,10,4,39
12,0.19098205741075622,MultiGenera,10,4,40
20,0.20932653164816184,MultiGenera,10,4,41
24,0.19568398699349387,MultiGenera,10,4,42
34,0.1749180965894091,MultiGenera,10,4,43
39,0.2599328016356856,MultiGenera,10,4,44
49,0.46773454744824977,Lactobacillus_paragasseri_1,10,4,45
48,0.46282483468542435,Lactobacillus_paragasseri_2,10,4,46
26,0.392122802974128,Limosilactobacillus_oris,10,4,47
45,0.580188131808472,Lactobacillus_mulieris_1,10,4,48
28,0.22473443989244687,Cutibacterium_acnes_1,10,4,49
47,0.394579544898374,Trichomonas_vaginalis_11,10,4,50
9,0.8405851111556855,Lactobacillus_crispatus_1,11,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,11,0,3
14,0.8175721451739782,Lactobacillus_crispatus_4,11,0,4
13,0.8724524352608115,Lactobacillus_crispatus_6,11,0,5
2,0.5600729067841665,Lactobacillus_crispatus_7,11,0,6
15,0.8615226336749823,Lactobacillus_crispatus_8,11,0,7
10,0.5483186717779636,Lactobacillus_iners_1,11,0,8
4,0.6235306948486403,Lactobacillus_iners_2,11,0,9
5,0.6425756127054733,Lactobacillus_iners_4,11,0,10
12,0.6485966884851313,Lactobacillus_iners_5,11,0,11
8,0.6829658559505328,Lactobacillus_iners_6,11,0,12
6,0.39402451730256693,UBA629_sp005465875_1,11,0,13
3,0.3152232455763519,Gardnerella_vaginalis_2,11,0,14
1,0.2422917250729616,MultiGenera,11,0,15
9,0.8405851111556855,Lactobacillus_crispatus_1,11,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,11,1,3
14,0.8175721451739782,Lactobacillus_crispatus_4,11,1,4
17,0.8320116122909413,Lactobacillus_crispatus_5,11,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,11,1,6
16,0.7762565985533046,Lactobacillus_crispatus_7,11,1,7
15,0.8615226336749823,Lactobacillus_crispatus_8,11,1,8
10,0.5483186717779636,Lactobacillus_iners_1,11,1,9
4,0.6235306948486403,Lactobacillus_iners_2,11,1,10
5,0.6425756127054733,Lactobacillus_iners_4,11,1,11
12,0.6485966884851313,Lactobacillus_iners_5,11,1,12
8,0.6829658559505328,Lactobacillus_iners_6,11,1,13
2,0.510350087242883,Lactobacillus_iners_7,11,1,14
6,0.39402451730256693,UBA629_sp005465875_1,11,1,15
3,0.3152232455763519,Gardnerella_vaginalis_2,11,1,16
1,0.2422917250729616,MultiGenera,11,1,17
9,0.8405851111556855,Lactobacillus_crispatus_1,11,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,11,2,3
16,0.8175721451739782,Lactobacillus_crispatus_4,11,2,4
19,0.8320116122909413,Lactobacillus_crispatus_5,11,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,11,2,6
18,0.7762565985533046,Lactobacillus_crispatus_7,11,2,7
17,0.8615226336749823,Lactobacillus_crispatus_8,11,2,8
10,0.5483186717779636,Lactobacillus_iners_1,11,2,9
3,0.6235306948486403,Lactobacillus_iners_2,11,2,10
5,0.6425756127054733,Lactobacillus_iners_4,11,2,11
12,0.6485966884851313,Lactobacillus_iners_5,11,2,12
8,0.6829658559505328,Lactobacillus_iners_6,11,2,13
20,0.7592623851065965,Lactobacillus_iners_7,11,2,14
6,0.39402451730256693,UBA629_sp005465875_1,11,2,15
15,0.48444883196199673,Gardnerella_vaginalis_2,11,2,16
13,0.26668540337680363,Gardnerella_swidsinkii_1,11,2,17
4,0.28743580163566346,Gardnerella_swidsinkii_2,11,2,18
1,0.2422917250729616,MultiGenera,11,2,19
2,0.4912641602501382,Limosilactobacillus_oris,11,2,20
9,0.8405851111556855,Lactobacillus_crispatus_1,11,3,1
11,0.8117584386405232,Lactobacillus_crispatus_2,11,3,2
6,0.8643502635506987,Lactobacillus_crispatus_3,11,3,3
20,0.8175721451739782,Lactobacillus_crispatus_4,11,3,4
26,0.8320116122909413,Lactobacillus_crispatus_5,11,3,5
18,0.8724524352608115,Lactobacillus_crispatus_6,11,3,6
24,0.7762565985533046,Lactobacillus_crispatus_7,11,3,7
21,0.8615226336749823,Lactobacillus_crispatus_8,11,3,8
32,0.6363056346136052,Lactobacillus_gasseri_1,11,3,9
30,0.6550759289434165,Lactobacillus_gasseri_2,11,3,10
10,0.5483186717779636,Lactobacillus_iners_1,11,3,11
7,0.7769133321298963,Lactobacillus_iners_2,11,3,12
15,0.402193724594676,Lactobacillus_iners_2,11,3,13
4,0.6425756127054733,Lactobacillus_iners_4,11,3,14
12,0.6485966884851313,Lactobacillus_iners_5,11,3,15
8,0.6829658559505328,Lactobacillus_iners_6,11,3,16
27,0.7592623851065965,Lactobacillus_iners_7,11,3,17
31,0.6945362463217604,Lactobacillus_jensenii_2,11,3,18
34,0.7044081809312849,Lactobacillus_jensenii_3,11,3,19
5,0.39402451730256693,UBA629_sp005465875_1,11,3,20
22,0.3226739570313777,UBA629_sp005465875_3,11,3,21
25,0.41031141201412574,UBA629_sp005465875_4,11,3,22
19,0.48444883196199673,Gardnerella_vaginalis_2,11,3,23
3,0.20897710449415305,Gardnerella_vaginalis_C_1,11,3,24
16,0.26668540337680363,Gardnerella_swidsinkii_1,11,3,25
17,0.2610554326404734,Gardnerella_swidsinkii_2,11,3,26
14,0.24113352785678305,Gardnerella_swidsinkii_7,11,3,27
28,0.5253343505481927,Gardnerella_piotii_1,11,3,28
2,0.4378478305734926,Bifidobacterium_breve_2,11,3,29
1,0.24053939634803506,MultiGenera,11,3,30
13,0.20332999530330362,MultiGenera,11,3,31
29,0.46517295818068866,Lactobacillus_paragasseri_1,11,3,32
23,0.392122802974128,Limosilactobacillus_oris,11,3,33
33,0.580188131808472,Lactobacillus_mulieris_1,11,3,34
7,0.8405851111556855,Lactobacillus_crispatus_1,11,4,1
8,0.8117584386405232,Lactobacillus_crispatus_2,11,4,2
4,0.8643502635506987,Lactobacillus_crispatus_3,11,4,3
21,0.8175721451739782,Lactobacillus_crispatus_4,11,4,4
31,0.8320116122909413,Lactobacillus_crispatus_5,11,4,5
17,0.8724524352608115,Lactobacillus_crispatus_6,11,4,6
27,0.7762565985533046,Lactobacillus_crispatus_7,11,4,7
22,0.8615226336749823,Lactobacillus_crispatus_8,11,4,8
44,0.6363056346136052,Lactobacillus_gasseri_1,11,4,9
41,0.6550759289434165,Lactobacillus_gasseri_2,11,4,10
15,0.6475698222098262,Lactobacillus_iners_1,11,4,11
32,0.33120678020826394,Lactobacillus_iners_1,11,4,12
5,0.7769133321298963,Lactobacillus_iners_2,11,4,13
11,0.402193724594676,Lactobacillus_iners_2,11,4,14
2,0.6425756127054733,Lactobacillus_iners_4,11,4,15
9,0.6485966884851313,Lactobacillus_iners_5,11,4,16
6,0.6829658559505328,Lactobacillus_iners_6,11,4,17
35,0.7592623851065965,Lactobacillus_iners_7,11,4,18
43,0.6945362463217604,Lactobacillus_jensenii_2,11,4,19
46,0.7044081809312849,Lactobacillus_jensenii_3,11,4,20
3,0.39402451730256693,UBA629_sp005465875_1,11,4,21
25,0.3226739570313777,UBA629_sp005465875_3,11,4,22
29,0.41031141201412574,UBA629_sp005465875_4,11,4,23
23,0.32964389207421546,Gardnerella_vaginalis_1,11,4,24
19,0.48444883196199673,Gardnerella_vaginalis_2,11,4,25
14,0.2274848054546407,Gardnerella_vaginalis_C_1,11,4,26
33,0.22202116514962048,Gardnerella_vaginalis_C_3,11,4,27
30,0.18738465211795477,Gardnerella_vaginalis_F_1,11,4,28
18,0.19802536699823672,Gardnerella_vaginalis_H_1,11,4,29
12,0.26668540337680363,Gardnerella_swidsinkii_1,11,4,30
16,0.2610554326404734,Gardnerella_swidsinkii_2,11,4,31
42,0.2185268038562904,Gardnerella_swidsinkii_4,11,4,32
38,0.23596579517175242,Gardnerella_swidsinkii_6,11,4,33
37,0.24186870743761765,Gardnerella_swidsinkii_7,11,4,34
40,0.26700570978240534,Gardnerella_swidsinkii_8,11,4,35
36,0.5253343505481927,Gardnerella_piotii_1,11,4,36
10,0.606825202898103,Bifidobacterium_breve_2,11,4,37
1,0.24116941378518494,MultiGenera,11,4,38
13,0.19098205741075622,MultiGenera,11,4,39
20,0.20932653164816184,MultiGenera,11,4,40
24,0.19568398699349387,MultiGenera,11,4,41
34,0.1749180965894091,MultiGenera,11,4,42
39,0.2599328016356856,MultiGenera,11,4,43
49,0.46773454744824977,Lactobacillus_paragasseri_1,11,4,44
48,0.46282483468542435,Lactobacillus_paragasseri_2,11,4,45
26,0.392122802974128,Limosilactobacillus_oris,11,4,46
45,0.580188131808472,Lactobacillus_mulieris_1,11,4,47
28,0.22473443989244687,Cutibacterium_acnes_1,11,4,48
47,0.394579544898374,Trichomonas_vaginalis_11,11,4,49
9,0.8405851111556855,Lactobacillus_crispatus_1,12,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,12,0,3
14,0.8175721451739782,Lactobacillus_crispatus_4,12,0,4
13,0.8724524352608115,Lactobacillus_crispatus_6,12,0,5
2,0.5600729067841665,Lactobacillus_crispatus_7,12,0,6
15,0.8615226336749823,Lactobacillus_crispatus_8,12,0,7
10,0.5483186717779636,Lactobacillus_iners_1,12,0,8
4,0.6235306948486403,Lactobacillus_iners_2,12,0,9
5,0.6425756127054733,Lactobacillus_iners_4,12,0,10
12,0.6485966884851313,Lactobacillus_iners_5,12,0,11
8,0.6829658559505328,Lactobacillus_iners_6,12,0,12
6,0.39402451730256693,UBA629_sp005465875_1,12,0,13
3,0.3152232455763519,Gardnerella_vaginalis_2,12,0,14
1,0.2422917250729616,MultiGenera,12,0,15
9,0.8405851111556855,Lactobacillus_crispatus_1,12,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,12,1,3
14,0.8175721451739782,Lactobacillus_crispatus_4,12,1,4
17,0.8320116122909413,Lactobacillus_crispatus_5,12,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,12,1,6
16,0.7762565985533046,Lactobacillus_crispatus_7,12,1,7
15,0.8615226336749823,Lactobacillus_crispatus_8,12,1,8
10,0.5483186717779636,Lactobacillus_iners_1,12,1,9
4,0.6235306948486403,Lactobacillus_iners_2,12,1,10
5,0.6425756127054733,Lactobacillus_iners_4,12,1,11
12,0.6485966884851313,Lactobacillus_iners_5,12,1,12
8,0.6829658559505328,Lactobacillus_iners_6,12,1,13
2,0.510350087242883,Lactobacillus_iners_7,12,1,14
6,0.39402451730256693,UBA629_sp005465875_1,12,1,15
3,0.3152232455763519,Gardnerella_vaginalis_2,12,1,16
1,0.2422917250729616,MultiGenera,12,1,17
9,0.8405851111556855,Lactobacillus_crispatus_1,12,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,12,2,3
16,0.8175721451739782,Lactobacillus_crispatus_4,12,2,4
19,0.8320116122909413,Lactobacillus_crispatus_5,12,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,12,2,6
18,0.7762565985533046,Lactobacillus_crispatus_7,12,2,7
17,0.8615226336749823,Lactobacillus_crispatus_8,12,2,8
10,0.5483186717779636,Lactobacillus_iners_1,12,2,9
3,0.6235306948486403,Lactobacillus_iners_2,12,2,10
5,0.6425756127054733,Lactobacillus_iners_4,12,2,11
12,0.6485966884851313,Lactobacillus_iners_5,12,2,12
8,0.6829658559505328,Lactobacillus_iners_6,12,2,13
20,0.7592623851065965,Lactobacillus_iners_7,12,2,14
6,0.39402451730256693,UBA629_sp005465875_1,12,2,15
15,0.48444883196199673,Gardnerella_vaginalis_2,12,2,16
13,0.26668540337680363,Gardnerella_swidsinkii_1,12,2,17
4,0.28743580163566346,Gardnerella_swidsinkii_2,12,2,18
1,0.2422917250729616,MultiGenera,12,2,19
2,0.4912641602501382,Limosilactobacillus_oris,12,2,20
9,0.8405851111556855,Lactobacillus_crispatus_1,12,3,1
11,0.8117584386405232,Lactobacillus_crispatus_2,12,3,2
6,0.8643502635506987,Lactobacillus_crispatus_3,12,3,3
20,0.8175721451739782,Lactobacillus_crispatus_4,12,3,4
26,0.8320116122909413,Lactobacillus_crispatus_5,12,3,5
18,0.8724524352608115,Lactobacillus_crispatus_6,12,3,6
24,0.7762565985533046,Lactobacillus_crispatus_7,12,3,7
21,0.8615226336749823,Lactobacillus_crispatus_8,12,3,8
32,0.6363056346136052,Lactobacillus_gasseri_1,12,3,9
30,0.6550759289434165,Lactobacillus_gasseri_2,12,3,10
10,0.5483186717779636,Lactobacillus_iners_1,12,3,11
7,0.7769133321298963,Lactobacillus_iners_2,12,3,12
15,0.402193724594676,Lactobacillus_iners_2,12,3,13
4,0.6425756127054733,Lactobacillus_iners_4,12,3,14
12,0.6485966884851313,Lactobacillus_iners_5,12,3,15
8,0.6829658559505328,Lactobacillus_iners_6,12,3,16
27,0.7592623851065965,Lactobacillus_iners_7,12,3,17
31,0.6945362463217604,Lactobacillus_jensenii_2,12,3,18
34,0.7044081809312849,Lactobacillus_jensenii_3,12,3,19
5,0.39402451730256693,UBA629_sp005465875_1,12,3,20
22,0.3226739570313777,UBA629_sp005465875_3,12,3,21
25,0.41031141201412574,UBA629_sp005465875_4,12,3,22
19,0.48444883196199673,Gardnerella_vaginalis_2,12,3,23
3,0.20897710449415305,Gardnerella_vaginalis_C_1,12,3,24
16,0.26668540337680363,Gardnerella_swidsinkii_1,12,3,25
17,0.2610554326404734,Gardnerella_swidsinkii_2,12,3,26
14,0.24113352785678305,Gardnerella_swidsinkii_7,12,3,27
28,0.5253343505481927,Gardnerella_piotii_1,12,3,28
2,0.4378478305734926,Bifidobacterium_breve_2,12,3,29
1,0.24053939634803506,MultiGenera,12,3,30
13,0.20332999530330362,MultiGenera,12,3,31
29,0.46517295818068866,Lactobacillus_paragasseri_1,12,3,32
23,0.392122802974128,Limosilactobacillus_oris,12,3,33
33,0.580188131808472,Lactobacillus_mulieris_1,12,3,34
7,0.8405851111556855,Lactobacillus_crispatus_1,12,4,1
8,0.8117584386405232,Lactobacillus_crispatus_2,12,4,2
4,0.8643502635506987,Lactobacillus_crispatus_3,12,4,3
21,0.8175721451739782,Lactobacillus_crispatus_4,12,4,4
31,0.8320116122909413,Lactobacillus_crispatus_5,12,4,5
17,0.8724524352608115,Lactobacillus_crispatus_6,12,4,6
27,0.7762565985533046,Lactobacillus_crispatus_7,12,4,7
22,0.8615226336749823,Lactobacillus_crispatus_8,12,4,8
45,0.6363056346136052,Lactobacillus_gasseri_1,12,4,9
42,0.6550759289434165,Lactobacillus_gasseri_2,12,4,10
15,0.6475698222098262,Lactobacillus_iners_1,12,4,11
32,0.33120678020826394,Lactobacillus_iners_1,12,4,12
5,0.7769133321298963,Lactobacillus_iners_2,12,4,13
11,0.402193724594676,Lactobacillus_iners_2,12,4,14
2,0.6425756127054733,Lactobacillus_iners_4,12,4,15
9,0.6485966884851313,Lactobacillus_iners_5,12,4,16
6,0.6829658559505328,Lactobacillus_iners_6,12,4,17
35,0.7592623851065965,Lactobacillus_iners_7,12,4,18
44,0.6945362463217604,Lactobacillus_jensenii_2,12,4,19
47,0.7044081809312849,Lactobacillus_jensenii_3,12,4,20
3,0.39402451730256693,UBA629_sp005465875_1,12,4,21
25,0.3226739570313777,UBA629_sp005465875_3,12,4,22
29,0.41031141201412574,UBA629_sp005465875_4,12,4,23
23,0.32964389207421546,Gardnerella_vaginalis_1,12,4,24
19,0.48444883196199673,Gardnerella_vaginalis_2,12,4,25
14,0.2274848054546407,Gardnerella_vaginalis_C_1,12,4,26
33,0.22202116514962048,Gardnerella_vaginalis_C_3,12,4,27
30,0.18738465211795477,Gardnerella_vaginalis_F_1,12,4,28
18,0.19802536699823672,Gardnerella_vaginalis_H_1,12,4,29
12,0.26668540337680363,Gardnerella_swidsinkii_1,12,4,30
16,0.2610554326404734,Gardnerella_swidsinkii_2,12,4,31
43,0.2185268038562904,Gardnerella_swidsinkii_4,12,4,32
39,0.23596579517175242,Gardnerella_swidsinkii_6,12,4,33
38,0.24186870743761765,Gardnerella_swidsinkii_7,12,4,34
41,0.26700570978240534,Gardnerella_swidsinkii_8,12,4,35
36,0.5253343505481927,Gardnerella_piotii_1,12,4,36
10,0.606825202898103,Bifidobacterium_breve_2,12,4,37
1,0.24116941378518494,MultiGenera,12,4,38
13,0.19098205741075622,MultiGenera,12,4,39
20,0.20932653164816184,MultiGenera,12,4,40
24,0.19568398699349387,MultiGenera,12,4,41
34,0.1749180965894091,MultiGenera,12,4,42
40,0.2599328016356856,MultiGenera,12,4,43
37,0.46517295818068866,Lactobacillus_paragasseri_1,12,4,44
26,0.392122802974128,Limosilactobacillus_oris,12,4,45
46,0.580188131808472,Lactobacillus_mulieris_1,12,4,46
28,0.22473443989244687,Cutibacterium_acnes_1,12,4,47
48,0.394579544898374,Trichomonas_vaginalis_11,12,4,48
9,0.8405851111556855,Lactobacillus_crispatus_1,13,0,1
11,0.8117584386405232,Lactobacillus_crispatus_2,13,0,2
7,0.8643502635506987,Lactobacillus_crispatus_3,13,0,3
14,0.8175721451739782,Lactobacillus_crispatus_4,13,0,4
13,0.8724524352608115,Lactobacillus_crispatus_6,13,0,5
2,0.5600729067841665,Lactobacillus_crispatus_7,13,0,6
15,0.8615226336749823,Lactobacillus_crispatus_8,13,0,7
10,0.5483186717779636,Lactobacillus_iners_1,13,0,8
4,0.6235306948486403,Lactobacillus_iners_2,13,0,9
5,0.6425756127054733,Lactobacillus_iners_4,13,0,10
12,0.6485966884851313,Lactobacillus_iners_5,13,0,11
8,0.6829658559505328,Lactobacillus_iners_6,13,0,12
6,0.39402451730256693,UBA629_sp005465875_1,13,0,13
3,0.3152232455763519,Gardnerella_vaginalis_2,13,0,14
1,0.2422917250729616,MultiGenera,13,0,15
9,0.8405851111556855,Lactobacillus_crispatus_1,13,1,1
11,0.8117584386405232,Lactobacillus_crispatus_2,13,1,2
7,0.8643502635506987,Lactobacillus_crispatus_3,13,1,3
14,0.8175721451739782,Lactobacillus_crispatus_4,13,1,4
17,0.8320116122909413,Lactobacillus_crispatus_5,13,1,5
13,0.8724524352608115,Lactobacillus_crispatus_6,13,1,6
16,0.7762565985533046,Lactobacillus_crispatus_7,13,1,7
15,0.8615226336749823,Lactobacillus_crispatus_8,13,1,8
10,0.5483186717779636,Lactobacillus_iners_1,13,1,9
4,0.6235306948486403,Lactobacillus_iners_2,13,1,10
5,0.6425756127054733,Lactobacillus_iners_4,13,1,11
12,0.6485966884851313,Lactobacillus_iners_5,13,1,12
8,0.6829658559505328,Lactobacillus_iners_6,13,1,13
2,0.510350087242883,Lactobacillus_iners_7,13,1,14
6,0.39402451730256693,UBA629_sp005465875_1,13,1,15
3,0.3152232455763519,Gardnerella_vaginalis_2,13,1,16
1,0.2422917250729616,MultiGenera,13,1,17
9,0.8405851111556855,Lactobacillus_crispatus_1,13,2,1
11,0.8117584386405232,Lactobacillus_crispatus_2,13,2,2
7,0.8643502635506987,Lactobacillus_crispatus_3,13,2,3
16,0.8175721451739782,Lactobacillus_crispatus_4,13,2,4
19,0.8320116122909413,Lactobacillus_crispatus_5,13,2,5
14,0.8724524352608115,Lactobacillus_crispatus_6,13,2,6
18,0.7762565985533046,Lactobacillus_crispatus_7,13,2,7
17,0.8615226336749823,Lactobacillus_crispatus_8,13,2,8
10,0.5483186717779636,Lactobacillus_iners_1,13,2,9
3,0.6235306948486403,Lactobacillus_iners_2,13,2,10
5,0.6425756127054733,Lactobacillus_iners_4,13,2,11
12,0.6485966884851313,Lactobacillus_iners_5,13,2,12
8,0.6829658559505328,Lactobacillus_iners_6,13,2,13
20,0.7592623851065965,Lactobacillus_iners_7,13,2,14
6,0.39402451730256693,UBA629_sp005465875_1,13,2,15
